GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01
Id,Id2,Geography,Estimate; Total,Margin of Error; Total
1400000US49035114300,49035114300,"Census Tract 1143, Salt Lake County, Utah",18601,955
1400000US49035114500,49035114500,"Census Tract 1145, Salt Lake County, Utah",6213,526
1400000US49035114600,49035114600,"Census Tract 1146, Salt Lake County, Utah",7725,509
1400000US49035114700,49035114700,"Census Tract 1147, Salt Lake County, Utah",4952,486
1400000US49035114800,49035114800,"Census Tract 1148, Salt Lake County, Utah",3597,415
1400000US49035115106,49035115106,"Census Tract 1151.06, Salt Lake County, Utah",8099,717
1400000US49035115209,49035115209,"Census Tract 1152.09, Salt Lake County, Utah",6939,782
1400000US49035980000,49035980000,"Census Tract 9800, Salt Lake County, Utah",0,11
1400000US49037942000,49037942000,"Census Tract 9420, San Juan County, Utah",3145,262
1400000US49037942100,49037942100,"Census Tract 9421, San Juan County, Utah",3228,254
1400000US49037978100,49037978100,"Census Tract 9781, San Juan County, Utah",3543,315
1400000US49037978200,49037978200,"Census Tract 9782, San Juan County, Utah",5028,310
1400000US49039972100,49039972100,"Census Tract 9721, Sanpete County, Utah",7998,386
1400000US49039972200,49039972200,"Census Tract 9722, Sanpete County, Utah",4112,371
1400000US49039972300,49039972300,"Census Tract 9723, Sanpete County, Utah",5367,274
1400000US49039972400,49039972400,"Census Tract 9724, Sanpete County, Utah",6456,80
1400000US49039972500,49039972500,"Census Tract 9725, Sanpete County, Utah",4196,180
1400000US49041975100,49041975100,"Census Tract 9751, Sevier County, Utah",4341,278
1400000US49041975200,49041975200,"Census Tract 9752, Sevier County, Utah",2695,194
1400000US49041975300,49041975300,"Census Tract 9753, Sevier County, Utah",4653,257
1400000US49041975400,49041975400,"Census Tract 9754, Sevier County, Utah",3743,287
1400000US49041975500,49041975500,"Census Tract 9755, Sevier County, Utah",5380,325
1400000US49043964101,49043964101,"Census Tract 9641.01, Summit County, Utah",2077,238
1400000US49043964102,49043964102,"Census Tract 9641.02, Summit County, Utah",3731,442
1400000US49043964201,49043964201,"Census Tract 9642.01, Summit County, Utah",3867,370
1400000US49043964202,49043964202,"Census Tract 9642.02, Summit County, Utah",3005,394
1400000US49043964203,49043964203,"Census Tract 9642.03, Summit County, Utah",170,160
1400000US49043964303,49043964303,"Census Tract 9643.03, Summit County, Utah",2659,252
1400000US49043964304,49043964304,"Census Tract 9643.04, Summit County, Utah",5169,541
1400000US49043964305,49043964305,"Census Tract 9643.05, Summit County, Utah",2182,445
1400000US49043964306,49043964306,"Census Tract 9643.06, Summit County, Utah",2334,328
1400000US49043964307,49043964307,"Census Tract 9643.07, Summit County, Utah",4525,461
1400000US49043964308,49043964308,"Census Tract 9643.08, Summit County, Utah",2977,432
1400000US49043964401,49043964401,"Census Tract 9644.01, Summit County, Utah",1774,322
1400000US49043964402,49043964402,"Census Tract 9644.02, Summit County, Utah",3407,405
1400000US49045130600,49045130600,"Census Tract 1306, Tooele County, Utah",2346,341
1400000US49045130701,49045130701,"Census Tract 1307.01, Tooele County, Utah",3599,328
1400000US49045130702,49045130702,"Census Tract 1307.02, Tooele County, Utah",13768,710
1400000US49045130703,49045130703,"Census Tract 1307.03, Tooele County, Utah",7681,525
1400000US49045130800,49045130800,"Census Tract 1308, Tooele County, Utah",5411,430
1400000US49045130900,49045130900,"Census Tract 1309, Tooele County, Utah",4495,414
1400000US49045131001,49045131001,"Census Tract 1310.01, Tooele County, Utah",2934,231
1400000US49045131002,49045131002,"Census Tract 1310.02, Tooele County, Utah",8273,532
1400000US49045131100,49045131100,"Census Tract 1311, Tooele County, Utah",8052,426
1400000US49045131200,49045131200,"Census Tract 1312, Tooele County, Utah",3414,291
1400000US49045980000,49045980000,"Census Tract 9800, Tooele County, Utah",0,11
1400000US49047940201,49047940201,"Census Tract 9402.01, Uintah County, Utah",5810,512
1400000US49047968200,49047968200,"Census Tract 9682, Uintah County, Utah",7642,579
1400000US49047968301,49047968301,"Census Tract 9683.01, Uintah County, Utah",5959,438
1400000US49047968302,49047968302,"Census Tract 9683.02, Uintah County, Utah",4321,469
1400000US49047968401,49047968401,"Census Tract 9684.01, Uintah County, Utah",3993,467
1400000US49047968402,49047968402,"Census Tract 9684.02, Uintah County, Utah",6851,472
1400000US49049000102,49049000102,"Census Tract 1.02, Utah County, Utah",4779,320
1400000US49049000103,49049000103,"Census Tract 1.03, Utah County, Utah",3929,233
1400000US49049000104,49049000104,"Census Tract 1.04, Utah County, Utah",3113,273
1400000US49049000105,49049000105,"Census Tract 1.05, Utah County, Utah",4256,252
1400000US49049000203,49049000203,"Census Tract 2.03, Utah County, Utah",4516,341
1400000US49049000204,49049000204,"Census Tract 2.04, Utah County, Utah",5718,307
1400000US49049000205,49049000205,"Census Tract 2.05, Utah County, Utah",3828,204
1400000US49049000206,49049000206,"Census Tract 2.06, Utah County, Utah",3479,207
1400000US49049000400,49049000400,"Census Tract 4, Utah County, Utah",3782,363
1400000US49049000504,49049000504,"Census Tract 5.04, Utah County, Utah",4396,347
1400000US49049000505,49049000505,"Census Tract 5.05, Utah County, Utah",3154,247
1400000US49049000506,49049000506,"Census Tract 5.06, Utah County, Utah",3874,346
1400000US49049000507,49049000507,"Census Tract 5.07, Utah County, Utah",1899,149
1400000US49049000508,49049000508,"Census Tract 5.08, Utah County, Utah",4881,317
1400000US49049000509,49049000509,"Census Tract 5.09, Utah County, Utah",6748,589
1400000US49049000601,49049000601,"Census Tract 6.01, Utah County, Utah",3212,192
1400000US49049000603,49049000603,"Census Tract 6.03, Utah County, Utah",4325,248
1400000US49049000604,49049000604,"Census Tract 6.04, Utah County, Utah",2902,199
1400000US49049000703,49049000703,"Census Tract 7.03, Utah County, Utah",5593,379
1400000US49049000706,49049000706,"Census Tract 7.06, Utah County, Utah",5990,451
1400000US49049000707,49049000707,"Census Tract 7.07, Utah County, Utah",3979,234
1400000US49049000708,49049000708,"Census Tract 7.08, Utah County, Utah",3144,211
1400000US49049000709,49049000709,"Census Tract 7.09, Utah County, Utah",2929,169
1400000US49049000710,49049000710,"Census Tract 7.10, Utah County, Utah",2849,189
1400000US49049000711,49049000711,"Census Tract 7.11, Utah County, Utah",2251,214
1400000US49049000801,49049000801,"Census Tract 8.01, Utah County, Utah",5548,483
1400000US49049000802,49049000802,"Census Tract 8.02, Utah County, Utah",5685,513
1400000US49049000901,49049000901,"Census Tract 9.01, Utah County, Utah",5319,359
1400000US49049000903,49049000903,"Census Tract 9.03, Utah County, Utah",3361,206
1400000US49049000904,49049000904,"Census Tract 9.04, Utah County, Utah",2947,235
1400000US49049001001,49049001001,"Census Tract 10.01, Utah County, Utah",3729,289
1400000US49049001002,49049001002,"Census Tract 10.02, Utah County, Utah",2512,243
1400000US49049001103,49049001103,"Census Tract 11.03, Utah County, Utah",2439,230
1400000US49049001105,49049001105,"Census Tract 11.05, Utah County, Utah",3515,454
1400000US49049001106,49049001106,"Census Tract 11.06, Utah County, Utah",2834,233
1400000US49049001107,49049001107,"Census Tract 11.07, Utah County, Utah",3781,338
1400000US49049001108,49049001108,"Census Tract 11.08, Utah County, Utah",3186,334
1400000US49049001201,49049001201,"Census Tract 12.01, Utah County, Utah",4366,385
1400000US49049001202,49049001202,"Census Tract 12.02, Utah County, Utah",5103,378
1400000US49049001300,49049001300,"Census Tract 13, Utah County, Utah",3617,342
1400000US49049001401,49049001401,"Census Tract 14.01, Utah County, Utah",3284,336
1400000US49049001402,49049001402,"Census Tract 14.02, Utah County, Utah",5488,545
1400000US49049001501,49049001501,"Census Tract 15.01, Utah County, Utah",4436,532
1400000US49049001503,49049001503,"Census Tract 15.03, Utah County, Utah",3837,319
1400000US49049001504,49049001504,"Census Tract 15.04, Utah County, Utah",4904,479
1400000US49049001601,49049001601,"Census Tract 16.01, Utah County, Utah",3444,428
1400000US49049001602,49049001602,"Census Tract 16.02, Utah County, Utah",4456,687
1400000US49049001603,49049001603,"Census Tract 16.03, Utah County, Utah",2981,532
1400000US49049001701,49049001701,"Census Tract 17.01, Utah County, Utah",4547,457
1400000US49049001702,49049001702,"Census Tract 17.02, Utah County, Utah",4475,512
1400000US49049001801,49049001801,"Census Tract 18.01, Utah County, Utah",6555,534
1400000US49049001802,49049001802,"Census Tract 18.02, Utah County, Utah",5406,608
1400000US49049001803,49049001803,"Census Tract 18.03, Utah County, Utah",2305,283
1400000US49049001900,49049001900,"Census Tract 19, Utah County, Utah",4984,694
1400000US49049002000,49049002000,"Census Tract 20, Utah County, Utah",6861,679
1400000US49049002101,49049002101,"Census Tract 21.01, Utah County, Utah",4386,256
1400000US49049002102,49049002102,"Census Tract 21.02, Utah County, Utah",2844,234
1400000US49049002201,49049002201,"Census Tract 22.01, Utah County, Utah",6215,914
1400000US49049002204,49049002204,"Census Tract 22.04, Utah County, Utah",3956,309
1400000US49049002205,49049002205,"Census Tract 22.05, Utah County, Utah",3958,385
1400000US49049002206,49049002206,"Census Tract 22.06, Utah County, Utah",3729,364
1400000US49049002207,49049002207,"Census Tract 22.07, Utah County, Utah",3710,256
1400000US49049002300,49049002300,"Census Tract 23, Utah County, Utah",4346,406
1400000US49049002400,49049002400,"Census Tract 24, Utah County, Utah",1094,173
1400000US49049002500,49049002500,"Census Tract 25, Utah County, Utah",4509,336
1400000US49049002701,49049002701,"Census Tract 27.01, Utah County, Utah",3258,301
1400000US49049002702,49049002702,"Census Tract 27.02, Utah County, Utah",5204,400
1400000US49049002801,49049002801,"Census Tract 28.01, Utah County, Utah",4287,393
1400000US49049002802,49049002802,"Census Tract 28.02, Utah County, Utah",1624,192
1400000US49049002901,49049002901,"Census Tract 29.01, Utah County, Utah",5595,484
1400000US49049002902,49049002902,"Census Tract 29.02, Utah County, Utah",3219,283
1400000US49049003001,49049003001,"Census Tract 30.01, Utah County, Utah",4160,211
1400000US49049003002,49049003002,"Census Tract 30.02, Utah County, Utah",2209,154
1400000US49049003103,49049003103,"Census Tract 31.03, Utah County, Utah",2807,197
1400000US49049003104,49049003104,"Census Tract 31.04, Utah County, Utah",4268,325
1400000US49049003105,49049003105,"Census Tract 31.05, Utah County, Utah",3796,311
1400000US49049003106,49049003106,"Census Tract 31.06, Utah County, Utah",2681,243
1400000US49049003201,49049003201,"Census Tract 32.01, Utah County, Utah",2584,287
1400000US49049003203,49049003203,"Census Tract 32.03, Utah County, Utah",3897,289
1400000US49049003204,49049003204,"Census Tract 32.04, Utah County, Utah",2822,256
1400000US49049003205,49049003205,"Census Tract 32.05, Utah County, Utah",4392,279
1400000US49049003300,49049003300,"Census Tract 33, Utah County, Utah",6664,414
1400000US49049003401,49049003401,"Census Tract 34.01, Utah County, Utah",3523,276
1400000US49049003402,49049003402,"Census Tract 34.02, Utah County, Utah",6416,338
1400000US49049003403,49049003403,"Census Tract 34.03, Utah County, Utah",4806,310
1400000US49049010103,49049010103,"Census Tract 101.03, Utah County, Utah",7108,389
1400000US49049010104,49049010104,"Census Tract 101.04, Utah County, Utah",7684,498
1400000US49049010105,49049010105,"Census Tract 101.05, Utah County, Utah",8896,587
1400000US49049010106,49049010106,"Census Tract 101.06, Utah County, Utah",4762,315
1400000US49049010107,49049010107,"Census Tract 101.07, Utah County, Utah",2422,220
1400000US49049010108,49049010108,"Census Tract 101.08, Utah County, Utah",7597,525
1400000US49049010109,49049010109,"Census Tract 101.09, Utah County, Utah",8267,518
1400000US49049010110,49049010110,"Census Tract 101.10, Utah County, Utah",1710,218
1400000US49049010111,49049010111,"Census Tract 101.11, Utah County, Utah",8062,481
1400000US49049010112,49049010112,"Census Tract 101.12, Utah County, Utah",5588,351
1400000US49049010113,49049010113,"Census Tract 101.13, Utah County, Utah",5475,314
1400000US49049010208,49049010208,"Census Tract 102.08, Utah County, Utah",3893,241
1400000US49049010209,49049010209,"Census Tract 102.09, Utah County, Utah",5334,337
1400000US49049010210,49049010210,"Census Tract 102.10, Utah County, Utah",6374,432
1400000US49049010211,49049010211,"Census Tract 102.11, Utah County, Utah",3571,330
1400000US49049010212,49049010212,"Census Tract 102.12, Utah County, Utah",4416,321
1400000US49049010213,49049010213,"Census Tract 102.13, Utah County, Utah",2566,270
1400000US49049010214,49049010214,"Census Tract 102.14, Utah County, Utah",6171,447
1400000US49049010215,49049010215,"Census Tract 102.15, Utah County, Utah",7148,461
1400000US49049010216,49049010216,"Census Tract 102.16, Utah County, Utah",2905,272
1400000US49049010217,49049010217,"Census Tract 102.17, Utah County, Utah",4979,517
1400000US49049010218,49049010218,"Census Tract 102.18, Utah County, Utah",6131,424
1400000US49049010219,49049010219,"Census Tract 102.19, Utah County, Utah",4642,362
1400000US49049010220,49049010220,"Census Tract 102.20, Utah County, Utah",6882,414
1400000US49049010303,49049010303,"Census Tract 103.03, Utah County, Utah",4731,325
1400000US49049010304,49049010304,"Census Tract 103.04, Utah County, Utah",7633,430
1400000US49049010305,49049010305,"Census Tract 103.05, Utah County, Utah",2698,276
1400000US49049010404,49049010404,"Census Tract 104.04, Utah County, Utah",4593,431
1400000US49049010405,49049010405,"Census Tract 104.05, Utah County, Utah",4139,386
1400000US49049010406,49049010406,"Census Tract 104.06, Utah County, Utah",1929,216
1400000US49049010407,49049010407,"Census Tract 104.07, Utah County, Utah",2346,206
1400000US49049010408,49049010408,"Census Tract 104.08, Utah County, Utah",3440,236
1400000US49049010409,49049010409,"Census Tract 104.09, Utah County, Utah",2666,286
1400000US49049010410,49049010410,"Census Tract 104.10, Utah County, Utah",3549,208
1400000US49049010411,49049010411,"Census Tract 104.11, Utah County, Utah",5087,250
1400000US49049010503,49049010503,"Census Tract 105.03, Utah County, Utah",3280,328
1400000US49049010504,49049010504,"Census Tract 105.04, Utah County, Utah",3269,292
1400000US49049010505,49049010505,"Census Tract 105.05, Utah County, Utah",4264,314
1400000US49049010506,49049010506,"Census Tract 105.06, Utah County, Utah",1841,255
1400000US49049010600,49049010600,"Census Tract 106, Utah County, Utah",3848,280
1400000US49049010700,49049010700,"Census Tract 107, Utah County, Utah",4756,376
1400000US49049010900,49049010900,"Census Tract 109, Utah County, Utah",1383,294
1400000US49049980100,49049980100,"Census Tract 9801, Utah County, Utah",0,11
1400000US49051940500,49051940500,"Census Tract 9405, Wasatch County, Utah",9673,616
1400000US49051960100,49051960100,"Census Tract 9601, Wasatch County, Utah",4052,374
1400000US49051960200,49051960200,"Census Tract 9602, Wasatch County, Utah",6183,477
1400000US49051960400,49051960400,"Census Tract 9604, Wasatch County, Utah",5642,419
1400000US49053270100,49053270100,"Census Tract 2701, Washington County, Utah",9579,436
1400000US49053270200,49053270200,"Census Tract 2702, Washington County, Utah",3075,378
1400000US49053270300,49053270300,"Census Tract 2703, Washington County, Utah",8208,626
1400000US49053270400,49053270400,"Census Tract 2704, Washington County, Utah",6760,200
1400000US49053270500,49053270500,"Census Tract 2705, Washington County, Utah",7674,275
1400000US49053270600,49053270600,"Census Tract 2706, Washington County, Utah",7843,593
1400000US49053270700,49053270700,"Census Tract 2707, Washington County, Utah",9870,816
1400000US49053270801,49053270801,"Census Tract 2708.01, Washington County, Utah",14508,645
1400000US49053270802,49053270802,"Census Tract 2708.02, Washington County, Utah",6249,626
1400000US49053270901,49053270901,"Census Tract 2709.01, Washington County, Utah",3972,431
1400000US49053270902,49053270902,"Census Tract 2709.02, Washington County, Utah",10468,417
1400000US49053271000,49053271000,"Census Tract 2710, Washington County, Utah",4190,34
1400000US49053271100,49053271100,"Census Tract 2711, Washington County, Utah",9737,705
1400000US49053271200,49053271200,"Census Tract 2712, Washington County, Utah",3306,574
1400000US49053271300,49053271300,"Census Tract 2713, Washington County, Utah",3867,414
1400000US49053271400,49053271400,"Census Tract 2714, Washington County, Utah",3785,617
1400000US49053271500,49053271500,"Census Tract 2715, Washington County, Utah",6834,822
1400000US49053271600,49053271600,"Census Tract 2716, Washington County, Utah",6478,725
1400000US49053271701,49053271701,"Census Tract 2717.01, Washington County, Utah",9122,801
1400000US49053271702,49053271702,"Census Tract 2717.02, Washington County, Utah",5814,403
1400000US49053271800,49053271800,"Census Tract 2718, Washington County, Utah",3505,374
1400000US49055979100,49055979100,"Census Tract 9791, Wayne County, Utah",2742,*****
1400000US49057200100,49057200100,"Census Tract 2001, Weber County, Utah",4325,530
1400000US49057200202,49057200202,"Census Tract 2002.02, Weber County, Utah",3352,277
1400000US49057200203,49057200203,"Census Tract 2002.03, Weber County, Utah",5306,715
1400000US49057200204,49057200204,"Census Tract 2002.04, Weber County, Utah",4688,424
1400000US49057200300,49057200300,"Census Tract 2003, Weber County, Utah",6829,567
1400000US49057200400,49057200400,"Census Tract 2004, Weber County, Utah",1793,191
1400000US49057200500,49057200500,"Census Tract 2005, Weber County, Utah",6605,556
1400000US49057200600,49057200600,"Census Tract 2006, Weber County, Utah",4615,300
1400000US49057200700,49057200700,"Census Tract 2007, Weber County, Utah",3010,274
1400000US49057200800,49057200800,"Census Tract 2008, Weber County, Utah",4710,440
1400000US49057200900,49057200900,"Census Tract 2009, Weber County, Utah",3799,386
1400000US49057201100,49057201100,"Census Tract 2011, Weber County, Utah",1888,340
1400000US49057201200,49057201200,"Census Tract 2012, Weber County, Utah",2290,262
1400000US49057201301,49057201301,"Census Tract 2013.01, Weber County, Utah",2728,437
1400000US49057201302,49057201302,"Census Tract 2013.02, Weber County, Utah",3744,393
1400000US49057201400,49057201400,"Census Tract 2014, Weber County, Utah",3010,274
1400000US49057201500,49057201500,"Census Tract 2015, Weber County, Utah",4093,342
1400000US49057201600,49057201600,"Census Tract 2016, Weber County, Utah",4515,307
1400000US49057201700,49057201700,"Census Tract 2017, Weber County, Utah",3340,364
1400000US49057201800,49057201800,"Census Tract 2018, Weber County, Utah",1893,226
1400000US49057201900,49057201900,"Census Tract 2019, Weber County, Utah",1463,158
1400000US49057202000,49057202000,"Census Tract 2020, Weber County, Utah",5838,599
1400000US49057210100,49057210100,"Census Tract 2101, Weber County, Utah",7466,510
1400000US49057210201,49057210201,"Census Tract 2102.01, Weber County, Utah",4667,352
1400000US49057210203,49057210203,"Census Tract 2102.03, Weber County, Utah",2623,191
1400000US49057210204,49057210204,"Census Tract 2102.04, Weber County, Utah",4393,287
1400000US49057210302,49057210302,"Census Tract 2103.02, Weber County, Utah",8537,555
1400000US49057210303,49057210303,"Census Tract 2103.03, Weber County, Utah",6759,308
1400000US49057210304,49057210304,"Census Tract 2103.04, Weber County, Utah",3895,363
1400000US49057210402,49057210402,"Census Tract 2104.02, Weber County, Utah",6963,426
1400000US49057210403,49057210403,"Census Tract 2104.03, Weber County, Utah",7970,320
1400000US49057210404,49057210404,"Census Tract 2104.04, Weber County, Utah",1879,272
1400000US49057210504,49057210504,"Census Tract 2105.04, Weber County, Utah",8886,274
1400000US49057210505,49057210505,"Census Tract 2105.05, Weber County, Utah",7525,544
1400000US49057210506,49057210506,"Census Tract 2105.06, Weber County, Utah",11487,595
1400000US49057210508,49057210508,"Census Tract 2105.08, Weber County, Utah",2280,176
1400000US49057210509,49057210509,"Census Tract 2105.09, Weber County, Utah",4698,337
1400000US49057210510,49057210510,"Census Tract 2105.10, Weber County, Utah",3654,256
1400000US49057210511,49057210511,"Census Tract 2105.11, Weber County, Utah",3957,297
1400000US49057210512,49057210512,"Census Tract 2105.12, Weber County, Utah",4575,295
1400000US49057210600,49057210600,"Census Tract 2106, Weber County, Utah",6612,487
1400000US49057210701,49057210701,"Census Tract 2107.01, Weber County, Utah",5629,496
1400000US49057210703,49057210703,"Census Tract 2107.03, Weber County, Utah",2511,235
1400000US49057210704,49057210704,"Census Tract 2107.04, Weber County, Utah",5743,387
1400000US49057210800,49057210800,"Census Tract 2108, Weber County, Utah",3036,391
1400000US49057210900,49057210900,"Census Tract 2109, Weber County, Utah",6904,415
1400000US49057211000,49057211000,"Census Tract 2110, Weber County, Utah",3320,240
1400000US49057211100,49057211100,"Census Tract 2111, Weber County, Utah",5310,288
1400000US49057211201,49057211201,"Census Tract 2112.01, Weber County, Utah",4305,272
1400000US49057211202,49057211202,"Census Tract 2112.02, Weber County, Utah",6889,536
